cluster,fgf1_day,fgf1_comparison,grouping,cells_a,cells_b,hub_node,hub_node_name,terminal_names,term_size,query_size,intersection_size,p_value,gene_ids,
265,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050890,cognition,learning,358,266,17,0.00028460459217571,Atp8a1; Gabrb3; Csmd1; Grm7; Pde8b; Mapt; Aff2; Large1; Dgki; Ap1s2; Abi2; Epm2a; Ube3a; Tusc3; Amph; Syt11; Adgrb3
266,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106027,neuron projection organization,dendritic spine morphogenesis,110,201,9,0.000338603328137855,Ephb1; Epha5; Pak3; Stau2; Dip2a; Lrrk2; Abi2; Ctnnd2; Ube3a
267,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0021675,nerve development,NA,97,250,9,0.000723959574664857,Ephb1; Gabrb3; Kcnc2; Gli3; Large1; Ednra; Gabrb2; Sulf1; Scn8a
268,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0072001,renal system development,NA,358,481,22,0.0014417001564978,Kirrel3; Gli3; Lrrk2; Ednra; Ptpro; Angpt1; Mecom; Schip1; Sulf1; Epha7; Pcsk5; Slit2; Kif3a; Mef2c; Myocd; Bicc1; Hs3st3a1; Bcl2; Gpc3; Epha4; Ppp3ca; Ctnnbip1
269,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0032409,regulation of transporter activity,positive regulation of cation channel activity; positive regulation of potassium ion transmembrane transporter activity,305,478,20,0.0015479016228299,Prkg1; Grip1; Kcnc2; Fgf12; Rasgrf1; Cacna2d1; Akap6; Tcaf1; Ednra; Ank3; Dapk1; Ppargc1a; Actn2; Ank2; Kcnq1; Mef2c; Bcl2; Nrxn1; Mtnr1b; Ppp3ca
270,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001764,neuron migration,NA,193,178,10,0.00158254042751781,Kirrel3; Prkg1; Phactr1; Mapt; Auts2; Large1; Ntn1; Gpm6a; Srgap2; Abi2
271,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006836,neurotransmitter transport,NA,211,467,16,0.00228191422807982,Grm8; Unc13c; Dgki; Cadps; Ptprn2; Lrrk2; Syt11; Pclo; Syn2; Trim9; Mef2c; Rims2; Nrxn3; Unc13b; Nrxn1; Camk2a
272,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007264,small GTPase mediated signal transduction,NA,419,178,13,0.0110651474148409,Cdh13; Arhgap18; Dock11; Arhgef28; Rasgrf1; Auts2; Dgki; Ntn1; Rnd3; Garnl3; Ednra; Ralbp1; Abi2
273,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,NA,275,28,5,0.0199937751502401,Kirrel3; Dscaml1; Cdh10; Cadm2; Cdh13
274,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0198738,cell-cell signaling by wnt,regulation of canonical Wnt signaling pathway,444,426,21,0.0230733464972196,Shisa3; Gli3; Lrrk2; Ednra; Fzd6; Trabd2b; Ptpro; Tcf7l2; Epm2a; Ctnnd2; Sulf1; Wls; Ccnyl1; Plpp3; Cdh2; Eda; Zeb2; Bicc1; Tnik; Tle1; Gpc3
275,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0048588,developmental cell growth,NA,276,379,15,0.0230809598455247,Prkg1; Sema3a; Mapt; Auts2; Ntn1; Akap6; Ednra; Epha7; Map2k4; Slit2; Sema5b; Alcam; Myocd; Zeb2; Rims2
276,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042551,neuron maturation,NA,62,460,8,0.0238320910693132,Dlg2; Lrrk2; Ednra; Ank3; Dleu2; Adgrb3; Bcl2; Nrxn1
277,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0099003,vesicle-mediated transport in synapse,NA,255,467,16,0.0260994463001277,Grip1; Unc13c; Cadps; Ap1s2; Lrrk2; Amph; Syt11; Pclo; Syn2; Trim9; Cdh2; Pld1; Rims2; Unc13b; Nrxn1; Camk2a
278,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007215,glutamate receptor signaling pathway,NA,55,76,4,0.0411377881539337,Grid1; Grip1; Grm7; Grm8
279,Tanycytes,Day5,obob5v5,fgf1_grouping,pos,none,GO:0045055,regulated exocytosis,NA,239,467,15,0.0486243531704495,Unc13c; Cadps; Pex5l; Lrrk2; Syt11; Pclo; Syn2; Trim9; Rest; Rab31; Rims2; Rasgrp1; Unc13b; Abr; Camk2a
280,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042391,regulation of membrane potential,NA,485,217,17,0.000881314584878717,Trpc4; Ryr2; Ptpn3; Ctnna3; Grid2; Htr3b; Kcnk9; Kcnq5; Gria3; Kcnd3; Snca; Scn7a; Kcnc2; Kcnmb4; Hcn1; Cntnap2; Kcnn2
281,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050803,regulation of synapse structure or activity,regulation of presynapse assembly,297,224,13,0.00255743395837407,Il1rapl2; Adgrl2; Cntnap4; Ppfia2; Kalrn; Flrt2; Grid2; Lrrtm3; Ptprd; Il1rapl1; Snca; Gpc4; Mdga2
282,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,NA,275,224,12,0.00674311367835481,Cntn5; Fat4; Cadm2; Grid2; Unc5d; Cdh6; Ptprd; Nectin3; Fat3; Cdh18; Gpc4; Mdga2
283,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:0051962,positive regulation of nervous system development,NA,367,129,10,0.0208969903264468,Ngf; Sema5a; Adgrl2; Plxna2; Kalrn; Flrt2; Grid2; Lrrtm3; Cdon; Ptprd
284,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:0060443,mammary gland morphogenesis,NA,54,71,4,0.0229170020105003,Fgf10; Csmd1; Nrg3; Esr1
285,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:0032026,response to magnesium ion,NA,23,177,4,0.026147913382962,Ryr2; Bmp6; Snca; Kcnc2
286,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,neg,none,GO:1990806,ligand-gated ion channel signaling pathway,NA,39,112,4,0.0376135646491556,Grik1; Kalrn; Grid2; Gria3
287,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007206,phospholipase C-activating G protein-coupled glutamate receptor signaling pathway,NA,2,57,2,0.00962140655024056,Grm5; Grm1
288,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007215,glutamate receptor signaling pathway,NA,55,57,4,0.0124694446162534,Grid2; Grik1; Grm5; Grm1
289,Tbx19__Pirt,Day5,obob5v5,fgf1_grouping,pos,none,GO:0015015,"heparan sulfate proteoglycan biosynthetic process, enzymatic modification",NA,5,24,2,0.0166112765459966,Hs3st5; Hs6st2
290,Trh__Lef1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0070498,interleukin-1-mediated signaling pathway,NA,26,150,4,0.0218986751525135,Plcb1; St18; Rps6ka5; Il1rap
291,Trh__Lef1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0032535,regulation of cellular component size,NA,395,22,5,0.0247923858274869,Sema5a; Prr16; Sema3e; Atp7a; Tmod1
292,Trh__Lef1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0071322,cellular response to carbohydrate stimulus,NA,194,117,7,0.0402894798347749,Plcb1; Vsnl1; Ano1; Cftr; Rps6ka2; Pde1c; Efna5
293,Trh__Lef1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,NA,275,183,14,1.20169098333275E-05,Pcdh7; Cntn6; Lrfn5; Efna5; Cdh18; Clstn2; Nrg1; Ntng1; Ret; Mdga2; Sdk1; Unc5d; Nectin3; Grid2
294,Trh__Lef1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,regulation of synapse assembly,297,183,11,0.011458344680829,Dgkb; Asic2; Lrfn5; Efna5; Clstn2; Nrg1; Mdga2; Slc7a11; Pak3; Rps6ka5; Grid2
295,Trh__Lef1,Day5,obob5v5,fgf1_grouping,pos,none,GO:1904062,regulation of monoatomic cation transmembrane transport,NA,356,24,5,0.023703317655509,Gem; Kcnip1; Plcb1; Asic2; Atp7a
296,Trh__Lef1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0045793,positive regulation of cell size,NA,17,94,3,0.0469834853525923,Prr16; Atp7a; Ret
297,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0006865,amino acid transport,amino acid import across plasma membrane; L-glutamate transmembrane transport,166,358,13,0.000884989726275077,Slc1a2; Slc17a8; Slc25a18; Slc6a11; Grm7; Slc7a11; Slc38a2; Slc38a1; Lrrc8c; Gfap; P2rx7; Slc22a4; Slc7a2
298,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0002040,sprouting angiogenesis,NA,131,397,12,0.00136912230932755,Rspo3; Gpld1; Ccbe1; Vegfa; Sema6a; Angpt1; Robo1; Anxa1; Vegfd; Nr2e1; Slit2; Fgf1
299,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0001667,ameboidal-type cell migration,positive regulation of epithelial cell migration,444,400,22,0.00242377826290199,Gpld1; Ets1; Tgfb2; Ccbe1; Vegfa; Iqsec1; Sema6a; Angpt1; Has2; Robo1; Tns1; Anxa1; Arsb; Sema6d; Mef2c; Nr2e1; Sash1; Slit2; Kitl; Zeb2; Fgf1; P2ry12
300,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0021885,forebrain cell migration,cerebral cortex radially oriented cell migration,70,408,9,0.00257443344719971,Reln; Dab1; Robo1; Pou3f2; Ccdc141; Nr2e1; Slit2; P2ry12; Fut10
301,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0035924,cellular response to vascular endothelial growth factor stimulus,positive regulation of vascular endothelial growth factor signaling pathway,61,249,7,0.00350416472020596,Flt1; Ccbe1; Vegfa; Sema6a; Robo1; Anxa1; Vegfd
302,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0090130,tissue migration,positive regulation of epithelial cell migration,324,397,18,0.00428116641069217,Gpld1; Ets1; Tgfb2; Ccbe1; Vegfa; Iqsec1; Angpt1; Has2; Robo1; Anxa1; Arsb; Mef2c; Nr2e1; Sash1; Slit2; Kitl; Zeb2; Fgf1
303,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050803,regulation of synapse structure or activity,NA,297,161,11,0.00438260136023497,Sparcl1; Slc17a8; Mdga2; Reln; Slc7a11; Asic2; Flrt2; Lrtm1; Ptpro; St8sia2; Pik3r1
304,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0006835,dicarboxylic acid transport,L-glutamate transmembrane transport,99,305,9,0.00449254671021442,Slc1a2; Slc17a8; Slc25a18; Grm7; Slc7a11; Slc38a2; Lrrc8c; Gfap; P2rx7
305,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0006790,sulfur compound metabolic process,NA,313,156,11,0.0053413539972007,Mical2; Acsl3; Pipox; Sulf2; Slc7a11; Fmo1; Acss1; Phgdh; Angpt1; Elovl6; Xylt1
306,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043406,positive regulation of MAP kinase activity,NA,125,397,11,0.00599400950850403,Flt1; Fgd2; Vegfa; Robo1; Mef2c; P2rx7; Sash1; Kitl; Rasgrp1; Zeb2; Fgf1
307,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0090287,regulation of cellular response to growth factor stimulus,NA,312,397,17,0.0106935887522878,Htra1; Myocd; Sulf2; Ccbe1; Vegfa; Sema6a; Angpt1; Rgma; Robo1; Ltbp1; Nrxn1; Vegfd; Aspn; Slit2; Sorl1; Zeb2; Fgf1
308,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0071887,leukocyte apoptotic process,NA,144,366,11,0.0109502321342988,Tgfb2; Slc7a11; Mertk; Bcl2l11; Anxa1; St6gal1; Mef2c; Fas; P2rx7; Prkcq; Kitl
309,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0006925,inflammatory cell apoptotic process,NA,24,288,5,0.0111966748295389,Slc7a11; Anxa1; St6gal1; Mef2c; Fas
310,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042063,gliogenesis,NA,380,400,19,0.0115691418437549,Tgfb2; Reln; Hapln1; Arhgef10; Lama2; Phgdh; Dab1; Cntn1; Atf5; Anxa1; Gfap; Sox4; Pou3f2; Bace2; Fas; Nr2e1; Plag1; Zeb2; P2ry12
311,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:1903317,regulation of protein maturation,NA,71,362,8,0.0116430993683598,Nkd2; Ccbe1; Rfx4; Rhbdd1; Sox4; Ldlrad3; Spon1; Gsn
312,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042330,taxis,NA,456,400,21,0.01328098057143,Flt1; Tgfb2; Vegfa; Flrt2; Lrtm1; Sema6a; Ptpro; Angpt1; Robo1; Anxa1; Dock4; Vegfd; St6gal1; Sema6d; Ano6; Prkcq; Slit2; Rarres2; Itga1; Fgf1; P2ry12
313,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0021537,telencephalon development,cerebral cortex radially oriented cell migration,309,408,17,0.0134896562977081,Gria1; Slc1a2; Reln; Slc7a11; Slc38a2; Dab1; Robo1; Plcb1; Rfx4; Atf5; Pou3f2; Ccdc141; Nr2e1; Slit2; Zeb2; P2ry12; Fut10
314,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:1903825,organic acid transmembrane transport,amino acid import across plasma membrane; L-glutamate transmembrane transport,156,120,7,0.0152179080143398,Slc1a2; Slc17a8; Slc25a18; Slc6a11; Slc7a11; Slc38a2; Slc38a1
315,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0035905,ascending aorta development,NA,5,238,3,0.0154166691570666,Tgfb2; Hey2; Sox4
316,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0009448,gamma-aminobutyric acid metabolic process,NA,8,152,3,0.0221574949282012,Slc38a1; Aldh1a1; Phgdh
317,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0045229,external encapsulating structure organization,NA,304,303,14,0.0238845641792757,Ets1; Tgfb2; Col4a6; Wdr72; Sulf2; Thsd4; Flrt2; Lama2; Has2; Gfap; Ccdc80; Ecm2; Col22a1; Nr2e1
318,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043062,extracellular structure organization,NA,305,303,14,0.0247835524978103,Ets1; Tgfb2; Col4a6; Wdr72; Sulf2; Thsd4; Flrt2; Lama2; Has2; Gfap; Ccdc80; Ecm2; Col22a1; Nr2e1
319,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0001764,neuron migration,NA,193,198,9,0.0321645855639045,Mdga2; Il1r1; Reln; Vegfa; Flrt2; Sema6a; Dcdc2a; Dab1; Chl1
320,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050900,leukocyte migration,regulation of cellular extravasation,376,400,18,0.0367500787724713,Flt1; Abr; Tgfb2; Il1r1; Selp; Fut9; Vegfa; Ptpro; Pik3r1; Plcb1; Anxa1; Vegfd; Ano6; Slit2; Kitl; Rarres2; Itga1; P2ry12
321,g1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042886,amide transport,L-glutamate transmembrane transport,426,116,10,0.0377075741920249,Slc1a2; Slc17a8; Slc25a18; Adcy8; Slc14a1; Grm7; Cpe; Slc14a2; Slc7a11; Slc38a2
322,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016358,dendrite development,dendritic spine morphogenesis; regulation of dendrite morphogenesis,306,181,17,7.43096345968669E-08,Ephb1; Phactr1; Pak3; Prkg1; Epha5; Cobl; Grip1; Ptprd; Camk1d; Nr2e1; Tnik; Ctnnd2; Adgrb3; Dab1; Lrp4; Srgap2; Tanc2
323,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,positive regulation of synapse assembly; regulation of postsynapse organization,297,349,20,5.57097500060211E-06,Ephb1; Pak3; Ptprd; Grid1; Negr1; Lingo2; Adgrb3; Il1rap; Lrp4; Lrrn3; Tanc2; Efna5; Tanc1; Stau2; Ctnna2; Adgrl2; Epha7; Epha4; Ube3a; Nrxn1
324,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042391,regulation of membrane potential,NA,485,384,25,9.17286514364442E-05,Dpp6; Kcnh7; Kcnma1; Kcnq5; Gabrb2; Gabrb3; Mapt; Actn2; Grid1; Kcnc2; Prkce; Fgf12; Unc13b; Bcl2; Cacna2d1; Dgki; Piezo2; Ank3; Pclo; Akap6; Fgf13; Pawr; Nrxn1; Kcnq1; Pex5l
325,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050890,cognition,learning,358,364,20,0.000253103646011311,Gabrb3; Pde8b; Mapt; Grm7; Adgrb3; Epm2a; St3gal4; Ap1s2; Tanc1; Pja2; Dgki; Atp8a1; Rtl4; Fgf13; Dnah11; Cyp7b1; Ube3a; Nrxn1; Tusc3; Kcnab1
326,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0032409,regulation of transporter activity,regulation of cation channel activity; regulation of potassium ion transmembrane transporter activity,305,382,18,0.000990403017508601,Prkg1; Grip1; Actn2; Wnk3; Kcnc2; Rasgrf1; Dapk1; Fgf12; Bcl2; Myo5a; Cacna2d1; Ank3; Akap6; Fgf13; Nrxn1; Shisa6; Kcnab1; Kcnq1
327,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0021675,nerve development,NA,97,66,5,0.0090391872588642,Ephb1; Gabrb2; Gli3; Gabrb3; Kcnc2
328,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0032535,regulation of cellular component size,NA,395,323,17,0.0151236214465652,Prr16; Kcnma1; Pak3; Mapt; Actn2; Wnk3; Ssh2; Prkce; Sema3a; Slit2; Plek; Efna5; Plekhh2; Epha7; Pclo; Fgf13; Nrp1
329,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:1902414,protein localization to cell junction,NA,128,349,10,0.0153377124960166,Grip1; Mapt; Zdhhc2; Tnik; Stau2; Cgnl1; Dlgap1; Pclo; Dlg2; Nrxn1
330,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:1905475,regulation of protein localization to membrane,NA,205,388,13,0.021518683919663,Dpp6; Grip1; Wnk3; Zdhhc2; Tnik; Epm2a; Myo5a; Lrp4; Gpc3; Ank3; Nrxn1; Shisa6; Cdh2
331,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0072659,protein localization to plasma membrane,NA,303,155,10,0.024334558783092,Dpp6; Grip1; Kcnb2; Actn2; Wnk3; Zdhhc2; Tnik; Pacs1; Epm2a; Myo5a
332,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106027,neuron projection organization,dendritic spine morphogenesis,110,345,9,0.0277521940294733,Ephb1; Pak3; Epha5; Ctnnd2; Tanc2; Tanc1; Stau2; Epha4; Ube3a
333,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0030318,melanocyte differentiation,NA,26,155,4,0.0314191501793767,Gli3; Zeb2; Bcl2; Myo5a
334,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0021554,optic nerve development,NA,20,66,3,0.0340969513903502,Ephb1; Gli3; Kcnc2
335,g1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0021795,cerebral cortex cell migration,NA,52,296,6,0.0492586414389287,Gli3; Nr2e1; Slit2; Dab1; Srgap2; Fgf13
336,g2,Day14,obob14v14,fgf1_grouping,neg,none,GO:0140546,defense response to symbiont,NA,348,23,5,0.0189593497181983,Ifih1; Apobec1; Trim12c; Rnf135; Tspan32
337,g2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0007264,small GTPase mediated signal transduction,NA,419,122,11,0.00600325074705027,Kitl; Cdh13; Dab1; Dok6; Stard13; Tgfb2; Arhgef28; Celsr1; Reln; Dgki; Bcar3
338,g2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0090130,tissue migration,epithelial cell migration,324,86,8,0.0166408596108383,Enpp2; Angpt1; Kitl; Cdh13; Nfe2l2; Stard13; Tgfb2; Prkce
339,g2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0007626,locomotory behavior,NA,253,112,8,0.0195793870109382,Apba1; Dab1; Sobp; Nav2; Prkce; Celsr1; Reln; App
340,g2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0035235,ionotropic glutamate receptor signaling pathway,NA,27,154,4,0.028389120444781,Grid2; App; Grin2b; Grik2
341,g2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0097475,motor neuron migration,NA,15,93,3,0.0305994390400031,Dab1; Celsr1; Reln
342,g2,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050678,regulation of epithelial cell proliferation,NA,407,95,9,0.032671756826274,Apoe; Sparc; F3; Eya1; Fgf2; Hes1; Col4a3; Smad3; Htr2b
343,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0044782,cilium organization,sperm axoneme assembly,408,494,32,1.69096007802163E-08,Dync2h1; Cep290; Cfap44; Iqub; Dnah2; Nme5; Abcc4; Spag16; Cep126; Cfap54; Spef2; Bbs9; Cfap74; Cfap69; Ift88; Armc2; Cfap47; Snx10; Mns1; Wdpcp; Cfap70; Cfap46; Armc9; Dclk1; Kifap3; Cplane1; Dcdc2a; Daw1; Rttn; Kif24; Dnah7b; Ttc12
344,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001539,cilium or flagellum-dependent cell motility,sperm axoneme assembly,170,494,17,4.38689224740985E-05,Cfap44; Catspere2; Taf7l; Enkur; Kif9; Dnah2; Spag16; Cfap54; Spef2; Cfap69; Armc2; Cfap47; Mns1; Cfap46; Cfap52; Dnah11; Ttc12
345,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016358,dendrite development,NA,306,652,26,9.19919294663799E-05,Ube3a; Ctnna2; Cacna1a; App; Reln; Mpdz; Caprin1; Grin3a; Sipa1l1; Csmd3; Mef2c; Dab1; Lpar1; Abi3bp; Dclk1; Rbfox2; Dcdc2a; Tanc2; Grip1; Afdn; Acsl4; Ptprd; Cask; Phactr1; Btbd3; Prex2
346,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0097722,sperm motility,sperm axoneme assembly,153,632,17,0.000318028621486503,Cfap44; Catspere2; Taf7l; Enkur; Kif9; Spag16; Cfap54; Spef2; Cfap69; Armc2; Cfap47; Mns1; Cfap52; Dnah11; Ttc12; Tekt1; Pltp
347,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006858,extracellular transport,cerebrospinal fluid circulation; mucociliary clearance,43,469,8,0.00164610520912356,Nme5; Spag16; Cfap54; Spef2; Dnah9; Aqp4; Dnah11; Daw1
348,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,regulation of postsynapse organization,297,656,23,0.00314138258875394,Ube3a; Ctnna2; App; Rps6ka5; Reln; Caprin1; Sipa1l1; Ror2; Mef2c; Cttnbp2; Gpc4; Abi3bp; Slc7a11; Tanc2; Il1rap; Ptprt; Afdn; Ptprd; Efna5; Cask; Gpm6a; Grid1; Epha7
349,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031503,protein-containing complex localization,NA,227,647,19,0.00688354371979726,Dync2h1; Adam22; Cep112; Reln; Rdx; Gpc6; Mdn1; Iqsec2; Lpar1; Cacng4; Gpc4; Wdpcp; Nbea; Grip1; Shisa6; Ralgapa2; Dlg2; Pura; Ezr
350,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042391,regulation of membrane potential,NA,485,650,30,0.00759077817560879,Cacna1a; App; Grik4; Reln; Fgf12; Grin3a; Kcnk2; Cacnb2; Rims2; Grik2; Mef2c; Cacnb4; Pex5l; Dgki; Fgf13; Dcdc2a; Prkce; Pclo; Afdn; Kmt2a; Gclm; Ctnna3; Dpp6; Kcnd3; Gabrg3; Glrb; Adra1a; Rgs7; Grid1; Kcnma1
351,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0099111,microtubule-based transport,cerebrospinal fluid circulation; mucociliary clearance,207,593,17,0.00933993046292599,Dync2h1; Agbl4; App; Fez1; Nme5; Spag16; Cfap54; Spef2; Bicd1; Dnah9; Copg2; Wdpcp; Aqp4; Dnah11; Daw1; Dlg2; Pura
352,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0014846,esophagus smooth muscle contraction,NA,2,64,2,0.0133108180845433,Sulf2; Sulf1
353,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050923,regulation of negative chemotaxis,NA,3,525,3,0.0176875434336737,Slit2; Robo1; Plxna4
354,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001764,neuron migration,NA,193,602,16,0.0191352368436565,Ctnna2; Reln; Sema6a; Fzd3; Large1; Mef2c; Dab1; Astn2; Chl1; Dclk1; Fgf13; Dcdc2a; Usp9x; Adam17; Gpm6a; Phactr1
355,g2,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050890,cognition,NA,358,484,20,0.022221913758516,Ube3a; App; Reln; Synj1; Btbd9; Atp8a1; Large1; Foxp2; Kcnk2; Sobp; Mef2c; Kcnab1; Chl1; Dgki; Fgf13; Slc7a11; Dcdc2a; Dnah11; Gnas; Kmt2a
356,g3,Day14,obob14v14,fgf1_grouping,pos,none,GO:0007272,ensheathment of neurons,central nervous system myelination; myelin assembly,180,111,11,5.42558664350868E-07,Mobp; Mal; Plp1; Mbp; Tspan2; Mag; Lpar1; Nfasc; Trf; Cldn11; Aspa
357,g3,Day14,obob14v14,fgf1_grouping,pos,none,GO:0042063,gliogenesis,central nervous system myelination; astrocyte differentiation; regulation of oligodendrocyte differentiation,380,387,22,9.62758585035642E-05,Mobp; Mal; Plp1; Bin1; Tspan2; Mag; Lpar1; Trf; Opalin; Dusp10; Aspa; Hapln2; Cntn2; Daam2; Ndrg1; Lama2; Sh3tc2; Il33; Efemp1; Nkx6-2; Epha4; Dusp15
358,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042391,regulation of membrane potential,NA,485,649,54,2.16913557407188E-17,Trpc5; Rapgef4; Gabra2; Gabrg1; Gabrb2; Pclo; Scn1a; Fgf13; Scn2a; Grid1; Grin3a; Neto1; Fgf12; Slc4a8; Gria3; Kcnk10; Grik3; Gabra3; Cacna1d; Gabrg3; Asic2; Grm5; Kcnj3; Insyn2b; Rgs7bp; Rgs7; Kcnh7; Syne1; Kcnd2; Ntrk3; Pid1; Nrxn1; Cacna2d1; Nrcam; Tbc1d24; Kcnma1; Kcnq5; Kcnip1; Camk2d; Cav1; Tmem108; Kcnd3; Ntrk2; Cntnap2; Kcnh5; Gabrb1; Slc8a3; Npr2; Kcnk2; Atxn1; Gabrb3; Rimbp2; Cacnb2; Atpif1
